(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
(46, 105)
